precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,latitud,longitud,estado,alarma,ascensor,conjunto_cerrado,gimnasio,piscina,zona_de_bbq,area_terraza,numero_piso,numero_closets
167200000.0,52.0,2.0,1.0,120600.0,0.0,TIBABUYES,3.0,MAS DE 20 ANOS,4.75051741655925,-74.11054561532973,,0,0,1,0,0,0,,,
189470000.0,43.0,2.0,1.0,135000.0,0.0,FONTIBON,3.0,ENTRE 0 Y 5 ANOS,4.670792268106235,-74.14832868287189,,0,0,1,0,0,0,,,
167000000.0,61.0,3.0,2.0,72000.0,0.0,TINTAL SUR,3.0,ENTRE 5 Y 10 ANOS,4.626752930126683,-74.20707869733283,,0,0,1,0,0,0,,,
119900000.0,45.0,2.0,1.0,56000.0,0.0,TINTAL SUR,2.0,ENTRE 10 Y 20 ANOS,4.626500220350858,-74.20359589167776,,0,0,1,0,0,0,,,
400000000.0,55.0,1.0,2.0,343623.0,1.0,LOS CEDROS,4.0,ENTRE 0 Y 5 ANOS,4.719253424120906,-74.03816769979193,,0,0,1,1,0,1,,,
196000000.0,46.0,3.0,2.0,175000.0,1.0,TIBABUYES,3.0,ENTRE 5 Y 10 ANOS,4.75771010639286,-74.1092678345619,,0,0,1,0,0,1,,,
310200000.0,61.0,3.0,2.0,236200.0,1.0,BRITALIA,3.0,MAS DE 20 ANOS,4.7472899,-74.06293889999999,,0,0,1,0,0,0,,,
479400000.0,66.0,3.0,2.0,312700.0,1.0,CASA BLANCA SUBA,4.0,ENTRE 5 Y 10 ANOS,4.740723208081978,-74.067628453237,,0,0,1,1,0,0,,,
399000000.0,85.0,3.0,2.0,338000.0,1.0,GARCES NAVAS,4.0,ENTRE 5 Y 10 ANOS,4.72269857278306,-74.13112525584707,,0,0,1,0,0,0,,,
167000000.0,42.0,3.0,2.0,95000.0,0.0,CALANDAIMA,3.0,ENTRE 5 Y 10 ANOS,4.645714511243377,-74.15569707294507,,0,0,1,0,0,0,,,
123698575.0,47.0,2.0,1.0,85000.0,0.0,TINTAL SUR,2.0,ENTRE 10 Y 20 ANOS,4.632697639848516,-74.19811074612754,,0,0,1,0,0,0,,,
122800000.0,46.0,2.0,1.0,60000.0,0.0,BOSA OCCIDENTAL,2.0,ENTRE 10 Y 20 ANOS,4.624486554303644,-74.20151651103187,,0,0,1,0,0,0,,,
132000000.0,45.0,2.0,1.0,65000.0,0.0,EL PORVENIR,2.0,ENTRE 10 Y 20 ANOS,4.643246512220001,-74.18960100750574,,0,0,1,0,0,0,,,
132200000.0,42.0,2.0,1.0,74000.0,0.0,EL PORVENIR,2.0,ENTRE 10 Y 20 ANOS,4.637723054855518,-74.18915644132795,,0,0,1,0,0,0,,,
202900000.0,41.0,2.0,1.0,111100.0,0.0,APOGEO,3.0,ENTRE 0 Y 5 ANOS,4.5973372999999995,-74.1610032,,0,0,1,1,0,0,,,
125684190.0,43.0,2.0,1.0,68500.0,0.0,EL PORVENIR,2.0,ENTRE 10 Y 20 ANOS,4.642486670852478,-74.19103757994054,,0,0,1,0,0,0,,,
182793434.0,47.0,3.0,1.0,151500.0,0.0,ZONA FRANCA,3.0,ENTRE 0 Y 5 ANOS,4.682309595304022,-74.15720183430376,,0,0,1,1,0,1,,,
420000000.0,55.0,3.0,2.0,232000.0,0.0,TOBERIN,4.0,MAS DE 20 ANOS,4.746921953097408,-74.03641050149113,,0,0,1,1,0,1,,,
403000000.0,77.0,3.0,2.0,429737.0,1.0,USAQUEN,6.0,MAS DE 20 ANOS,4.702033378058092,-74.02978721338016,,0,0,1,0,0,0,,,
148753691.0,49.0,3.0,1.0,82000.0,0.0,BOSA OCCIDENTAL,3.0,ENTRE 10 Y 20 ANOS,4.629394763170698,-74.17790630869642,,0,0,1,0,0,0,,,
124500000.0,34.0,2.0,1.0,66999.0,0.0,TINTAL SUR,2.0,ENTRE 10 Y 20 ANOS,4.630329504248353,-74.20328714884575,,0,0,1,0,0,0,,,
140161187.0,44.0,3.0,1.0,58300.0,0.0,TINTAL SUR,1.0,ENTRE 5 Y 10 ANOS,4.621051133124816,-74.21166753669925,,0,0,1,0,0,0,,,
191443391.0,45.0,2.0,1.0,72000.0,0.0,MARRUECOS,3.0,ENTRE 0 Y 5 ANOS,4.561429779085941,-74.11899551430902,,0,0,1,0,0,1,,,
150000000.0,47.0,2.0,1.0,77000.0,0.0,ENGATIVA,2.0,MAS DE 20 ANOS,4.706683356530741,-74.13647794357327,,0,0,1,0,0,1,,,
318500000.0,72.0,3.0,2.0,238000.0,1.0,GRANJAS DE TECHO,4.0,ENTRE 10 Y 20 ANOS,4.664824363181929,-74.13447185774507,,0,0,1,0,0,0,,,
187625455.0,58.0,3.0,2.0,150000.0,1.0,GRAN BRITALIA,2.0,ENTRE 5 Y 10 ANOS,4.61584928389026,-74.18242824515785,,0,0,1,0,0,0,,,
151000000.0,45.0,3.0,1.0,92000.0,1.0,GRAN BRITALIA,2.0,ENTRE 10 Y 20 ANOS,4.617680099999999,-74.1813933,,0,0,1,0,0,0,,,
215155500.0,63.0,3.0,1.0,170000.0,0.0,CASTILLA,3.0,MAS DE 20 ANOS,4.636042824518701,-74.14697148783186,,0,0,1,0,0,0,,,
162200000.0,50.0,3.0,1.0,87840.0,0.0,BOSA CENTRAL,2.0,ENTRE 5 Y 10 ANOS,4.612349857944318,-74.20236076398594,,0,0,1,0,0,0,,,
